name,api_url,pkdx_id,weight,height,exp,ntypes,egg_group_1,egg_group_2,type_1,type_2,url_image_api,id,pokemon,hp,attack,defense,special_attack,special_defense,speed,total,average,url_icon_bp,url_detail_bp,url_image_bp,color_t1,color_t2,color_tp
sunflora,api/v1/pokemon/192/,192,85,8,149,1,Plant,NA,grass,NA,http://pokeapi.co/media/img/192.png,192,Sunflora,75,75,55,105,85,30,425,70.83,http://cdn.bulbagarden.net/upload/5/5a/192MS.png,http://bulbapedia.bulbagarden.net/wiki/Sunflora_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/98/192Sunflora.png/250px-192Sunflora.png,#78C850,#78C850,#96D476
yanma,api/v1/pokemon/193/,193,380,12,78,2,Bug,NA,flying,bug,http://pokeapi.co/media/img/193.png,193,Yanma,65,65,45,75,45,95,390,65,http://cdn.bulbagarden.net/upload/9/97/193MS.png,http://bulbapedia.bulbagarden.net/wiki/Yanma_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/dd/193Yanma.png/250px-193Yanma.png,#A890F0,#A8B820,#A898C1
wooper,api/v1/pokemon/194/,194,85,4,42,2,Ground,Water1,ground,water,http://pokeapi.co/media/img/194.png,194,Wooper,55,45,45,25,25,15,210,35,http://cdn.bulbagarden.net/upload/0/0d/194MS.png,http://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/78/194Wooper.png/250px-194Wooper.png,#E0C068,#6890F0,#C5B586
quagsire,api/v1/pokemon/195/,195,750,14,151,2,Ground,Water1,ground,water,http://pokeapi.co/media/img/195.png,195,Quagsire,95,85,85,65,65,35,430,71.67,http://cdn.bulbagarden.net/upload/8/8b/195MS.png,http://bulbapedia.bulbagarden.net/wiki/Quagsire_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a4/195Quagsire.png/250px-195Quagsire.png,#E0C068,#6890F0,#C5B586
espeon,api/v1/pokemon/196/,196,265,9,184,1,Ground,NA,psychic,NA,http://pokeapi.co/media/img/196.png,196,Espeon,65,65,60,130,95,110,525,87.5,http://cdn.bulbagarden.net/upload/a/a7/196MS.png,http://bulbapedia.bulbagarden.net/wiki/Espeon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a7/196Espeon.png/250px-196Espeon.png,#F85888,#F85888,#F97DA2
umbreon,api/v1/pokemon/197/,197,270,10,184,1,Ground,NA,dark,NA,http://pokeapi.co/media/img/197.png,197,Umbreon,95,65,110,60,130,65,525,87.5,http://cdn.bulbagarden.net/upload/7/76/197MS.png,http://bulbapedia.bulbagarden.net/wiki/Umbreon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3d/197Umbreon.png/250px-197Umbreon.png,#705848,#705848,#8F7D70
murkrow,api/v1/pokemon/198/,198,21,5,81,2,Flying,NA,flying,dark,http://pokeapi.co/media/img/198.png,198,Murkrow,60,85,42,85,42,91,405,67.5,http://cdn.bulbagarden.net/upload/7/71/198MS.png,http://bulbapedia.bulbagarden.net/wiki/Murkrow_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/33/198Murkrow.png/250px-198Murkrow.png,#A890F0,#705848,#9B83CA
slowking,api/v1/pokemon/199/,199,795,20,172,2,Water1,Monster,water,psychic,http://pokeapi.co/media/img/199.png,199,Slowking,95,75,80,100,110,30,490,81.67,http://cdn.bulbagarden.net/upload/8/80/199MS.png,http://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e1/199Slowking.png/250px-199Slowking.png,#6890F0,#F85888,#8883D8
misdreavus,api/v1/pokemon/200/,200,10,7,87,1,Indeterminate,NA,ghost,NA,http://pokeapi.co/media/img/200.png,200,Misdreavus,60,60,60,85,85,85,435,72.5,http://cdn.bulbagarden.net/upload/8/89/200MS.png,http://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/be/200Misdreavus.png/250px-200Misdreavus.png,#705898,#705898,#8F7DAE
unown,api/v1/pokemon/201/,201,50,5,118,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/201.png,201,Unown,48,72,48,72,48,48,336,56,http://cdn.bulbagarden.net/upload/a/a4/201MS.png,http://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/77/201Unown.png/250px-201Unown.png,#F85888,#F85888,#F97DA2
wobbuffet,api/v1/pokemon/202/,202,285,13,142,1,Indeterminate,NA,psychic,NA,http://pokeapi.co/media/img/202.png,202,Wobbuffet,190,33,58,33,58,33,405,67.5,http://cdn.bulbagarden.net/upload/f/fa/202MS.png,http://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/17/202Wobbuffet.png/250px-202Wobbuffet.png,#F85888,#F85888,#F97DA2
girafarig,api/v1/pokemon/203/,203,415,15,159,2,Ground,NA,normal,psychic,http://pokeapi.co/media/img/203.png,203,Girafarig,70,80,65,90,65,85,455,75.83,http://cdn.bulbagarden.net/upload/6/6a/203MS.png,http://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/11/203Girafarig.png/250px-203Girafarig.png,#A8A878,#F85888,#B9967B
pineco,api/v1/pokemon/204/,204,72,6,58,1,Bug,NA,bug,NA,http://pokeapi.co/media/img/204.png,204,Pineco,50,65,90,35,35,15,290,48.33,http://cdn.bulbagarden.net/upload/5/52/204MS.png,http://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/0b/204Pineco.png/250px-204Pineco.png,#A8B820,#A8B820,#BBC751
forretress,api/v1/pokemon/205/,205,1258,12,163,2,Bug,NA,bug,steel,http://pokeapi.co/media/img/205.png,205,Forretress,75,90,140,60,60,40,465,77.5,http://cdn.bulbagarden.net/upload/5/5f/205MS.png,http://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/68/205Forretress.png/250px-205Forretress.png,#A8B820,#B8B8D0,#ABB847
dunsparce,api/v1/pokemon/206/,206,140,15,145,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/206.png,206,Dunsparce,100,70,70,65,65,45,415,69.17,http://cdn.bulbagarden.net/upload/b/b0/206MS.png,http://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/20/206Dunsparce.png/250px-206Dunsparce.png,#A8A878,#A8A878,#BBBB96
gligar,api/v1/pokemon/207/,207,648,11,86,2,Bug,NA,flying,ground,http://pokeapi.co/media/img/207.png,207,Gligar,65,75,105,35,65,85,430,71.67,http://cdn.bulbagarden.net/upload/6/67/207MS.png,http://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/04/207Gligar.png/250px-207Gligar.png,#A890F0,#E0C068,#B49AD1
steelix,api/v1/pokemon/208/,208,4000,92,179,2,Mineral,NA,ground,steel,http://pokeapi.co/media/img/208.png,208,Steelix,75,85,200,55,65,30,510,85,http://cdn.bulbagarden.net/upload/b/bf/208MS.png,http://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/ba/208Steelix.png/250px-208Steelix.png,#E0C068,#B8B8D0,#D7BE7F
snubbull,api/v1/pokemon/209/,209,78,6,60,1,Fairy,Ground,fairy,NA,http://pokeapi.co/media/img/209.png,209,Snubbull,60,80,50,40,40,30,300,50,http://cdn.bulbagarden.net/upload/6/6c/209MS.png,http://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/7f/209Snubbull.png/250px-209Snubbull.png,#EE99AC,#EE99AC,#F1AFBE
granbull,api/v1/pokemon/210/,210,487,14,158,1,Fairy,Ground,fairy,NA,http://pokeapi.co/media/img/210.png,210,Granbull,90,120,75,60,60,45,450,75,http://cdn.bulbagarden.net/upload/c/cd/210MS.png,http://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/b1/210Granbull.png/250px-210Granbull.png,#EE99AC,#EE99AC,#F1AFBE
qwilfish,api/v1/pokemon/211/,211,39,5,86,2,Water2,NA,poison,water,http://pokeapi.co/media/img/211.png,211,Qwilfish,65,95,75,55,55,85,430,71.67,http://cdn.bulbagarden.net/upload/9/93/211MS.png,http://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/21/211Qwilfish.png/250px-211Qwilfish.png,#A040A0,#6890F0,#9351B1
scizor,api/v1/pokemon/212/,212,1180,18,175,2,Bug,NA,bug,steel,http://pokeapi.co/media/img/212.png,212,Scizor,70,130,100,55,80,65,500,83.33,http://cdn.bulbagarden.net/upload/f/f2/212MS.png,http://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/55/212Scizor.png/250px-212Scizor.png,#A8B820,#B8B8D0,#ABB847
shuckle,api/v1/pokemon/213/,213,205,6,177,2,Bug,NA,rock,bug,http://pokeapi.co/media/img/213.png,213,Shuckle,20,10,230,10,230,5,505,84.17,http://cdn.bulbagarden.net/upload/0/0a/213MS.png,http://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c7/213Shuckle.png/250px-213Shuckle.png,#B8A038,#A8B820,#B4A532
heracross,api/v1/pokemon/214/,214,540,15,175,2,Bug,NA,fighting,bug,http://pokeapi.co/media/img/214.png,214,Heracross,80,125,75,40,95,85,500,83.33,http://cdn.bulbagarden.net/upload/4/4c/214MS.png,http://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/47/214Heracross.png/250px-214Heracross.png,#C03028,#A8B820,#BA4E26
sneasel,api/v1/pokemon/215/,215,280,9,86,2,Ground,NA,ice,dark,http://pokeapi.co/media/img/215.png,215,Sneasel,55,95,55,35,75,115,430,71.67,http://cdn.bulbagarden.net/upload/6/67/215MS.png,http://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/71/215Sneasel.png/250px-215Sneasel.png,#98D8D8,#705848,#8FBBB8
teddiursa,api/v1/pokemon/216/,216,88,6,66,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/216.png,216,Teddiursa,60,80,50,50,50,40,330,55,http://cdn.bulbagarden.net/upload/5/5e/216MS.png,http://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e9/216Teddiursa.png/250px-216Teddiursa.png,#A8A878,#A8A878,#BBBB96
ursaring,api/v1/pokemon/217/,217,1258,18,175,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/217.png,217,Ursaring,90,130,75,75,75,55,500,83.33,http://cdn.bulbagarden.net/upload/5/50/217MS.png,http://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e9/217Ursaring.png/250px-217Ursaring.png,#A8A878,#A8A878,#BBBB96
slugma,api/v1/pokemon/218/,218,350,7,50,1,Indeterminate,NA,fire,NA,http://pokeapi.co/media/img/218.png,218,Slugma,40,40,40,70,40,20,250,41.67,http://cdn.bulbagarden.net/upload/d/dc/218MS.png,http://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/68/218Slugma.png/250px-218Slugma.png,#F08030,#F08030,#F39C5E
magcargo,api/v1/pokemon/219/,219,550,8,144,2,Indeterminate,NA,rock,fire,http://pokeapi.co/media/img/219.png,219,Magcargo,50,50,120,80,80,30,410,68.33,http://cdn.bulbagarden.net/upload/6/6b/219MS.png,http://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/65/219Magcargo.png/250px-219Magcargo.png,#B8A038,#F08030,#C49836
swinub,api/v1/pokemon/220/,220,65,4,50,2,Ground,NA,ground,ice,http://pokeapi.co/media/img/220.png,220,Swinub,50,50,40,30,30,50,250,41.67,http://cdn.bulbagarden.net/upload/1/10/220MS.png,http://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/b5/220Swinub.png/250px-220Swinub.png,#E0C068,#98D8D8,#D0C580
piloswine,api/v1/pokemon/221/,221,558,11,158,2,Ground,NA,ground,ice,http://pokeapi.co/media/img/221.png,221,Piloswine,100,100,80,60,60,50,450,75,http://cdn.bulbagarden.net/upload/6/6d/221MS.png,http://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/49/221Piloswine.png/250px-221Piloswine.png,#E0C068,#98D8D8,#D0C580
corsola,api/v1/pokemon/222/,222,50,6,133,2,Water3,Water1,rock,water,http://pokeapi.co/media/img/222.png,222,Corsola,55,55,85,65,85,35,380,63.33,http://cdn.bulbagarden.net/upload/9/97/222MS.png,http://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/fc/222Corsola.png/250px-222Corsola.png,#B8A038,#6890F0,#A69C60
remoraid,api/v1/pokemon/223/,223,120,6,60,1,Water2,Water1,water,NA,http://pokeapi.co/media/img/223.png,223,Remoraid,35,65,35,65,35,65,300,50,http://cdn.bulbagarden.net/upload/4/4f/223MS.png,http://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/95/223Remoraid.png/250px-223Remoraid.png,#6890F0,#6890F0,#89A8F3
octillery,api/v1/pokemon/224/,224,285,9,168,1,Water2,Water1,water,NA,http://pokeapi.co/media/img/224.png,224,Octillery,75,105,75,105,75,45,480,80,http://cdn.bulbagarden.net/upload/b/b5/224MS.png,http://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cb/224Octillery.png/250px-224Octillery.png,#6890F0,#6890F0,#89A8F3
delibird,api/v1/pokemon/225/,225,160,9,116,2,Ground,Water1,flying,ice,http://pokeapi.co/media/img/225.png,225,Delibird,45,55,45,65,45,75,330,55,http://cdn.bulbagarden.net/upload/0/0b/225MS.png,http://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3f/225Delibird.png/250px-225Delibird.png,#A890F0,#98D8D8,#A4A0EA
mantine,api/v1/pokemon/226/,226,2200,21,163,2,Water1,NA,flying,water,http://pokeapi.co/media/img/226.png,226,Mantine,65,40,70,80,140,70,465,77.5,http://cdn.bulbagarden.net/upload/1/11/226MS.png,http://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c5/226Mantine.png/250px-226Mantine.png,#A890F0,#6890F0,#9990F0
skarmory,api/v1/pokemon/227/,227,505,17,163,2,Flying,NA,flying,steel,http://pokeapi.co/media/img/227.png,227,Skarmory,65,80,140,40,70,70,465,77.5,http://cdn.bulbagarden.net/upload/c/c9/227MS.png,http://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/35/227Skarmory.png/250px-227Skarmory.png,#A890F0,#B8B8D0,#AB98E8
houndour,api/v1/pokemon/228/,228,108,6,66,2,Ground,NA,fire,dark,http://pokeapi.co/media/img/228.png,228,Houndour,45,60,30,80,50,65,330,55,http://cdn.bulbagarden.net/upload/3/3b/228MS.png,http://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/53/228Houndour.png/250px-228Houndour.png,#F08030,#705848,#D37735
houndoom,api/v1/pokemon/229/,229,350,14,175,2,Ground,NA,fire,dark,http://pokeapi.co/media/img/229.png,229,Houndoom,75,90,50,110,80,95,500,83.33,http://cdn.bulbagarden.net/upload/6/6b/229MS.png,http://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/51/229Houndoom.png/250px-229Houndoom.png,#F08030,#705848,#D37735
kingdra,api/v1/pokemon/230/,230,1520,18,243,2,Dragon,Water1,water,dragon,http://pokeapi.co/media/img/230.png,230,Kingdra,75,95,95,95,95,85,540,90,http://cdn.bulbagarden.net/upload/8/8e/230MS.png,http://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3c/230Kingdra.png/250px-230Kingdra.png,#6890F0,#7038F8,#697CF1
phanpy,api/v1/pokemon/231/,231,335,5,66,1,Ground,NA,ground,NA,http://pokeapi.co/media/img/231.png,231,Phanpy,90,60,60,40,40,40,330,55,http://cdn.bulbagarden.net/upload/9/90/231MS.png,http://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d3/231Phanpy.png/250px-231Phanpy.png,#E0C068,#E0C068,#E6CE89
donphan,api/v1/pokemon/232/,232,1200,11,175,1,Ground,NA,ground,NA,http://pokeapi.co/media/img/232.png,232,Donphan,90,120,120,60,60,50,500,83.33,http://cdn.bulbagarden.net/upload/2/2c/232MS.png,http://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/53/232Donphan.png/250px-232Donphan.png,#E0C068,#E0C068,#E6CE89
porygon2,api/v1/pokemon/233/,233,325,6,180,1,Mineral,NA,normal,NA,http://pokeapi.co/media/img/233.png,233,Porygon2,85,80,90,105,95,60,515,85.83,http://cdn.bulbagarden.net/upload/7/78/233MS.png,http://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/99/233Porygon2.png/250px-233Porygon2.png,#A8A878,#A8A878,#BBBB96
stantler,api/v1/pokemon/234/,234,712,14,163,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/234.png,234,Stantler,73,95,62,85,65,85,465,77.5,http://cdn.bulbagarden.net/upload/4/40/234MS.png,http://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/50/234Stantler.png/250px-234Stantler.png,#A8A878,#A8A878,#BBBB96
smeargle,api/v1/pokemon/235/,235,580,12,88,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/235.png,235,Smeargle,55,20,35,20,45,75,250,41.67,http://cdn.bulbagarden.net/upload/7/7c/235MS.png,http://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/92/235Smeargle.png/250px-235Smeargle.png,#A8A878,#A8A878,#BBBB96
tyrogue,api/v1/pokemon/236/,236,210,7,42,1,Undiscovered,NA,fighting,NA,http://pokeapi.co/media/img/236.png,236,Tyrogue,35,35,35,35,35,35,210,35,http://cdn.bulbagarden.net/upload/e/ed/236MS.png,http://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c7/236Tyrogue.png/250px-236Tyrogue.png,#C03028,#C03028,#CE5E57
hitmontop,api/v1/pokemon/237/,237,480,14,159,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/237.png,237,Hitmontop,50,95,95,35,110,70,455,75.83,http://cdn.bulbagarden.net/upload/e/ed/237MS.png,http://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/94/237Hitmontop.png/250px-237Hitmontop.png,#C03028,#C03028,#CE5E57
smoochum,api/v1/pokemon/238/,238,60,4,61,2,Undiscovered,NA,ice,psychic,http://pokeapi.co/media/img/238.png,238,Smoochum,45,30,15,85,65,65,305,50.83,http://cdn.bulbagarden.net/upload/0/00/238MS.png,http://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/0e/238Smoochum.png/250px-238Smoochum.png,#98D8D8,#F85888,#ADBBC6
elekid,api/v1/pokemon/239/,239,235,6,72,1,Undiscovered,NA,electric,NA,http://pokeapi.co/media/img/239.png,239,Elekid,45,63,37,65,55,95,360,60,http://cdn.bulbagarden.net/upload/b/b5/239MS.png,http://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5d/239Elekid.png/250px-239Elekid.png,#F8D030,#F8D030,#F9DA5E
magby,api/v1/pokemon/240/,240,214,7,73,1,Undiscovered,NA,fire,NA,http://pokeapi.co/media/img/240.png,240,Magby,45,75,37,70,55,83,365,60.83,http://cdn.bulbagarden.net/upload/e/e4/240MS.png,http://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cb/240Magby.png/250px-240Magby.png,#F08030,#F08030,#F39C5E
miltank,api/v1/pokemon/241/,241,755,12,172,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/241.png,241,Miltank,95,80,105,40,70,100,490,81.67,http://cdn.bulbagarden.net/upload/c/ce/241MS.png,http://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/13/241Miltank.png/250px-241Miltank.png,#A8A878,#A8A878,#BBBB96
blissey,api/v1/pokemon/242/,242,468,15,608,1,Fairy,NA,normal,NA,http://pokeapi.co/media/img/242.png,242,Blissey,255,10,10,75,135,55,540,90,http://cdn.bulbagarden.net/upload/f/f8/242MS.png,http://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/56/242Blissey.png/250px-242Blissey.png,#A8A878,#A8A878,#BBBB96
raikou,api/v1/pokemon/243/,243,1780,19,261,1,Undiscovered,NA,electric,NA,http://pokeapi.co/media/img/243.png,243,Raikou,90,85,75,115,100,115,580,96.67,http://cdn.bulbagarden.net/upload/8/80/243MS.png,http://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c1/243Raikou.png/250px-243Raikou.png,#F8D030,#F8D030,#F9DA5E
entei,api/v1/pokemon/244/,244,1980,21,261,1,Undiscovered,NA,fire,NA,http://pokeapi.co/media/img/244.png,244,Entei,115,115,85,90,75,100,580,96.67,http://cdn.bulbagarden.net/upload/4/4e/244MS.png,http://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f9/244Entei.png/250px-244Entei.png,#F08030,#F08030,#F39C5E
suicune,api/v1/pokemon/245/,245,1870,20,261,1,Undiscovered,NA,water,NA,http://pokeapi.co/media/img/245.png,245,Suicune,100,75,115,90,115,85,580,96.67,http://cdn.bulbagarden.net/upload/e/ea/245MS.png,http://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/da/245Suicune.png/250px-245Suicune.png,#6890F0,#6890F0,#89A8F3
larvitar,api/v1/pokemon/246/,246,720,6,60,2,Monster,NA,ground,rock,http://pokeapi.co/media/img/246.png,246,Larvitar,50,64,50,45,50,41,300,50,http://cdn.bulbagarden.net/upload/8/85/246MS.png,http://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/70/246Larvitar.png/250px-246Larvitar.png,#E0C068,#B8A038,#D7B85D
pupitar,api/v1/pokemon/247/,247,1520,12,144,2,Monster,NA,ground,rock,http://pokeapi.co/media/img/247.png,247,Pupitar,70,84,70,65,70,51,410,68.33,http://cdn.bulbagarden.net/upload/f/f9/247MS.png,http://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a1/247Pupitar.png/250px-247Pupitar.png,#E0C068,#B8A038,#D7B85D
tyranitar,api/v1/pokemon/248/,248,2020,20,270,2,Monster,NA,rock,dark,http://pokeapi.co/media/img/248.png,248,Tyranitar,100,134,110,95,100,61,600,100,http://cdn.bulbagarden.net/upload/0/0f/248MS.png,http://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/82/248Tyranitar.png/250px-248Tyranitar.png,#B8A038,#705848,#A8903B
lugia,api/v1/pokemon/249/,249,2160,52,306,2,Undiscovered,NA,flying,psychic,http://pokeapi.co/media/img/249.png,249,Lugia,106,90,130,90,154,110,680,113.33,http://cdn.bulbagarden.net/upload/c/c8/249MS.png,http://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/44/249Lugia.png/250px-249Lugia.png,#A890F0,#F85888,#B983D8
ho-oh,api/v1/pokemon/250/,250,1990,38,306,2,Undiscovered,NA,flying,fire,http://pokeapi.co/media/img/250.png,250,Ho-Oh,106,130,90,110,154,90,680,113.33,http://cdn.bulbagarden.net/upload/e/ee/250MS.png,http://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/67/250Ho-Oh.png/250px-250Ho-Oh.png,#A890F0,#F08030,#B88CC5
celebi,api/v1/pokemon/251/,251,50,6,270,2,Undiscovered,NA,grass,psychic,http://pokeapi.co/media/img/251.png,251,Celebi,100,100,100,100,100,100,600,100,http://cdn.bulbagarden.net/upload/5/5a/251MS.png,http://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e7/251Celebi.png/250px-251Celebi.png,#78C850,#F85888,#94AF5C
treecko,api/v1/pokemon/252/,252,50,5,62,1,Dragon,Monster,grass,NA,http://pokeapi.co/media/img/252.png,252,Treecko,40,45,35,65,55,70,310,51.67,http://cdn.bulbagarden.net/upload/c/cf/252MS.png,http://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2c/252Treecko.png/250px-252Treecko.png,#78C850,#78C850,#96D476
grovyle,api/v1/pokemon/253/,253,216,9,142,1,Dragon,Monster,grass,NA,http://pokeapi.co/media/img/253.png,253,Grovyle,50,65,45,85,65,95,405,67.5,http://cdn.bulbagarden.net/upload/a/a5/253MS.png,http://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ea/253Grovyle.png/250px-253Grovyle.png,#78C850,#78C850,#96D476
sceptile,api/v1/pokemon/254/,254,522,17,239,1,Dragon,Monster,grass,NA,http://pokeapi.co/media/img/254.png,254,Sceptile,70,85,65,105,85,120,530,88.33,http://cdn.bulbagarden.net/upload/f/ff/254MS.png,http://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3e/254Sceptile.png/250px-254Sceptile.png,#78C850,#78C850,#96D476
